id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00418,paper,Low-cost open-pit mining planning method for nickel ore bodies,This paper describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2023,Published,,SYNTHETIC-DEMO,True
SYN-00419,patent,Low-cost geochemical survey and remote sensing approach for cobalt exploration,This patent describes a geochemical survey and remote sensing approach for cobalt exploration. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00420,paper,Novel graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2019,Published,,SYNTHETIC-DEMO,True
SYN-00421,patent,Novel open-pit mining planning method for graphite ore bodies,This patent describes a open-pit mining planning method for graphite ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2023,Published,,SYNTHETIC-DEMO,True
SYN-00422,patent,Novel lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2018,Granted,,SYNTHETIC-DEMO,True
SYN-00423,patent,Scalable graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2016,Granted,,SYNTHETIC-DEMO,True
SYN-00424,patent,Low-cost open-pit mining planning method for lithium ore bodies,This patent describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2020,Under examination,,SYNTHETIC-DEMO,True
SYN-00425,patent,Improved hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2025,Published,,SYNTHETIC-DEMO,True
SYN-00426,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2019,Published,,SYNTHETIC-DEMO,True
SYN-00427,paper,Selective nickel alloy and cathode materials for battery and magnet applications,This paper describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2022,Published,,SYNTHETIC-DEMO,True
SYN-00428,paper,Low-cost graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2024,Published,,SYNTHETIC-DEMO,True
SYN-00429,project,Energy-efficient geochemical survey and remote sensing approach for rare earth exploration,This project describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2024,Completed,,SYNTHETIC-DEMO,True
SYN-00430,paper,Selective froth flotation and magnetic separation process for beneficiation of nickel ore,This paper describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2024,Published,,SYNTHETIC-DEMO,True
SYN-00431,patent,Low-cost geochemical survey and remote sensing approach for nickel exploration,This patent describes a geochemical survey and remote sensing approach for nickel exploration. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2018,Published,,SYNTHETIC-DEMO,True
SYN-00432,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00433,paper,Novel froth flotation and magnetic separation process for beneficiation of lithium ore,This paper describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2021,Published,,SYNTHETIC-DEMO,True
SYN-00434,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for graphite refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for graphite refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2012,Under examination,,SYNTHETIC-DEMO,True
SYN-00435,patent,Scalable froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2017,Granted,,SYNTHETIC-DEMO,True
SYN-00436,paper,Novel cobalt alloy and cathode materials for battery and magnet applications,This paper describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2020,Published,,SYNTHETIC-DEMO,True
SYN-00437,patent,Improved geochemical survey and remote sensing approach for graphite exploration,This patent describes a geochemical survey and remote sensing approach for graphite exploration. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2020,Published,,SYNTHETIC-DEMO,True
SYN-00438,patent,Energy-efficient graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2017,Under examination,,SYNTHETIC-DEMO,True
SYN-00439,paper,Improved geochemical survey and remote sensing approach for rare earth exploration,This paper describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2023,Published,,SYNTHETIC-DEMO,True
SYN-00440,patent,Scalable graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2024,Under examination,,SYNTHETIC-DEMO,True
SYN-00441,patent,Energy-efficient nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2020,Abandoned,,SYNTHETIC-DEMO,True
SYN-00442,project,Selective froth flotation and magnetic separation process for beneficiation of cobalt ore,This project describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2021,Ongoing,,SYNTHETIC-DEMO,True
SYN-00443,paper,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2018,Published,,SYNTHETIC-DEMO,True
SYN-00444,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2023,Granted,,SYNTHETIC-DEMO,True
SYN-00445,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2018,Published,,SYNTHETIC-DEMO,True
SYN-00446,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2018,Published,,SYNTHETIC-DEMO,True
SYN-00447,project,Improved hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2012,Ongoing,,SYNTHETIC-DEMO,True
SYN-00448,paper,Selective froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2022,Published,,SYNTHETIC-DEMO,True
SYN-00449,patent,Improved open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Granted,,SYNTHETIC-DEMO,True
SYN-00450,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2024,Published,,SYNTHETIC-DEMO,True
SYN-00451,project,Improved rare earth alloy and cathode materials for battery and magnet applications,This project describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00452,patent,Selective geochemical survey and remote sensing approach for rare earth exploration,This patent describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2020,Granted,,SYNTHETIC-DEMO,True
SYN-00453,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2012,Under examination,,SYNTHETIC-DEMO,True
SYN-00454,paper,Novel froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2023,Published,,SYNTHETIC-DEMO,True
SYN-00455,paper,Novel geochemical survey and remote sensing approach for vanadium exploration,This paper describes a geochemical survey and remote sensing approach for vanadium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00456,patent,Improved geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00457,paper,Selective lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2025,Published,,SYNTHETIC-DEMO,True
SYN-00458,paper,Low-cost hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00459,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2025,Granted,,SYNTHETIC-DEMO,True
SYN-00460,patent,Low-cost vanadium alloy and cathode materials for battery and magnet applications,This patent describes a vanadium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2022,Published,,SYNTHETIC-DEMO,True
SYN-00461,project,Improved cobalt alloy and cathode materials for battery and magnet applications,This project describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2015,Ongoing,,SYNTHETIC-DEMO,True
SYN-00462,paper,Low-cost nickel alloy and cathode materials for battery and magnet applications,This paper describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2012,Published,,SYNTHETIC-DEMO,True
SYN-00463,paper,Selective froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2021,Published,,SYNTHETIC-DEMO,True
SYN-00464,paper,Selective recycling process for lithium recovery from spent batteries and e-waste,This paper describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2023,Published,,SYNTHETIC-DEMO,True
SYN-00465,paper,Novel geochemical survey and remote sensing approach for rare earth exploration,This paper describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2021,Published,,SYNTHETIC-DEMO,True
SYN-00466,patent,Low-cost geochemical survey and remote sensing approach for vanadium exploration,This patent describes a geochemical survey and remote sensing approach for vanadium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00467,project,Improved hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00468,patent,Selective lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2022,Published,,SYNTHETIC-DEMO,True
SYN-00469,project,Scalable open-pit mining planning method for vanadium ore bodies,This project describes a open-pit mining planning method for vanadium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2015,Ongoing,,SYNTHETIC-DEMO,True
SYN-00470,project,Novel froth flotation and magnetic separation process for beneficiation of graphite ore,This project describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2023,Ongoing,,SYNTHETIC-DEMO,True
SYN-00471,paper,Novel geochemical survey and remote sensing approach for cobalt exploration,This paper describes a geochemical survey and remote sensing approach for cobalt exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2021,Published,,SYNTHETIC-DEMO,True
SYN-00472,patent,Novel geochemical survey and remote sensing approach for cobalt exploration,This patent describes a geochemical survey and remote sensing approach for cobalt exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2019,Under examination,,SYNTHETIC-DEMO,True
SYN-00473,patent,Scalable froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2020,Published,,SYNTHETIC-DEMO,True
SYN-00474,paper,Improved froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2018,Published,,SYNTHETIC-DEMO,True
SYN-00475,project,Selective lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2017,Completed,,SYNTHETIC-DEMO,True
SYN-00476,project,Low-cost recycling process for lithium recovery from spent batteries and e-waste,This project describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00477,paper,Novel rare earth alloy and cathode materials for battery and magnet applications,This paper describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Published,,SYNTHETIC-DEMO,True
SYN-00478,paper,Low-cost vanadium alloy and cathode materials for battery and magnet applications,This paper describes a vanadium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2015,Published,,SYNTHETIC-DEMO,True
SYN-00479,paper,Low-cost geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2024,Published,,SYNTHETIC-DEMO,True
SYN-00480,paper,Low-cost froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2019,Published,,SYNTHETIC-DEMO,True
SYN-00481,patent,Scalable open-pit mining planning method for graphite ore bodies,This patent describes a open-pit mining planning method for graphite ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2020,Abandoned,,SYNTHETIC-DEMO,True
SYN-00482,paper,Scalable open-pit mining planning method for vanadium ore bodies,This paper describes a open-pit mining planning method for vanadium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2022,Published,,SYNTHETIC-DEMO,True
SYN-00483,paper,Scalable lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2017,Published,,SYNTHETIC-DEMO,True
SYN-00484,paper,Novel recycling process for cobalt recovery from spent batteries and e-waste,This paper describes a recycling process for cobalt recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2023,Published,,SYNTHETIC-DEMO,True
SYN-00485,paper,Low-cost lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2025,Published,,SYNTHETIC-DEMO,True
SYN-00486,patent,Scalable recycling process for lithium recovery from spent batteries and e-waste,This patent describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2025,Published,,SYNTHETIC-DEMO,True
SYN-00487,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Published,,SYNTHETIC-DEMO,True
SYN-00488,paper,Scalable rare earth alloy and cathode materials for battery and magnet applications,This paper describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2012,Published,,SYNTHETIC-DEMO,True
SYN-00489,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2020,Under examination,,SYNTHETIC-DEMO,True
SYN-00490,paper,Low-cost froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2020,Published,,SYNTHETIC-DEMO,True
SYN-00491,project,Selective froth flotation and magnetic separation process for beneficiation of rare earth ore,This project describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2014,Ongoing,,SYNTHETIC-DEMO,True
SYN-00492,paper,Energy-efficient rare earth alloy and cathode materials for battery and magnet applications,This paper describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2014,Published,,SYNTHETIC-DEMO,True
SYN-00493,patent,Selective nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2014,Published,,SYNTHETIC-DEMO,True
SYN-00494,paper,Low-cost hydrometallurgy route using acid leaching and solvent extraction for graphite refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for graphite refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2014,Published,,SYNTHETIC-DEMO,True
SYN-00495,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2022,Published,,SYNTHETIC-DEMO,True
SYN-00496,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of lithium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2020,Published,,SYNTHETIC-DEMO,True
SYN-00497,project,Scalable geochemical survey and remote sensing approach for rare earth exploration,This project describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2019,Ongoing,,SYNTHETIC-DEMO,True
SYN-00498,paper,Improved froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2022,Published,,SYNTHETIC-DEMO,True
SYN-00499,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2025,Published,,SYNTHETIC-DEMO,True
SYN-00500,patent,Selective froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2016,Published,,SYNTHETIC-DEMO,True
SYN-00501,project,Novel cobalt alloy and cathode materials for battery and magnet applications,This project describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2015,Ongoing,,SYNTHETIC-DEMO,True
SYN-00502,paper,Scalable hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2019,Published,,SYNTHETIC-DEMO,True
SYN-00503,patent,Novel recycling process for lithium recovery from spent batteries and e-waste,This patent describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00504,project,Novel froth flotation and magnetic separation process for beneficiation of graphite ore,This project describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2023,Completed,,SYNTHETIC-DEMO,True
SYN-00505,project,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2022,Ongoing,,SYNTHETIC-DEMO,True
SYN-00506,patent,Improved froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2016,Under examination,,SYNTHETIC-DEMO,True
SYN-00507,paper,Low-cost nickel alloy and cathode materials for battery and magnet applications,This paper describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2020,Published,,SYNTHETIC-DEMO,True
SYN-00508,patent,Low-cost froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2014,Granted,,SYNTHETIC-DEMO,True
SYN-00509,patent,Novel froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2020,Published,,SYNTHETIC-DEMO,True
SYN-00510,paper,Selective froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Published,,SYNTHETIC-DEMO,True
SYN-00511,patent,Novel froth flotation and magnetic separation process for beneficiation of graphite ore,This patent describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Granted,,SYNTHETIC-DEMO,True
SYN-00512,patent,Scalable rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00513,patent,Energy-efficient open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2021,Abandoned,,SYNTHETIC-DEMO,True
SYN-00514,paper,Improved geochemical survey and remote sensing approach for vanadium exploration,This paper describes a geochemical survey and remote sensing approach for vanadium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2012,Published,,SYNTHETIC-DEMO,True
SYN-00515,paper,Low-cost recycling process for cobalt recovery from spent batteries and e-waste,This paper describes a recycling process for cobalt recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2016,Published,,SYNTHETIC-DEMO,True
SYN-00516,patent,Low-cost cobalt alloy and cathode materials for battery and magnet applications,This patent describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2021,Under examination,,SYNTHETIC-DEMO,True
SYN-00517,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00518,paper,Improved lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2017,Published,,SYNTHETIC-DEMO,True
SYN-00519,paper,Improved geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2013,Published,,SYNTHETIC-DEMO,True
SYN-00520,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00521,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2024,Published,,SYNTHETIC-DEMO,True
SYN-00522,patent,Selective geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2021,Published,,SYNTHETIC-DEMO,True
SYN-00523,patent,Novel lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2021,Published,,SYNTHETIC-DEMO,True
SYN-00524,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2015,Published,,SYNTHETIC-DEMO,True
SYN-00525,paper,Improved lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2014,Published,,SYNTHETIC-DEMO,True
SYN-00526,project,Low-cost hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2020,Ongoing,,SYNTHETIC-DEMO,True
SYN-00527,patent,Novel rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2019,Published,,SYNTHETIC-DEMO,True
SYN-00528,project,Scalable lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2017,Completed,,SYNTHETIC-DEMO,True
